orthography,lx_entries,sn_max,ps_1,gl_1,de_1_50
iparenke,iparenke,2,vt.,NA,"wipe something clean, rub off, wipe out"
ipe,ipe,NA,n.,woomera hook,hook on woomera
ipelhipe,ipelhipe,2,n.,NA,lots of holes
ipenke,ipenke,NA,vt.,NA,"clean by squeezing or scraping something out, such..."
iperte,"iperte, Iperte",NA,n.,NA,"hole, ditch"
ipintelintele,Ipintelintele,NA,n.,NA,soakage on Taylor Creek
ipipe,ipipe,NA,n.,NA,sheep
ipmangkere,Ipmangkere,NA,n.,NA,"Murray Downs, Ipmangker"
ipmangkwere,ipmangkwere,NA,n.,NA,"sea, ocean"
ipmarewanenke,ipmarewanenke,NA,vi.,bounce off,bounce off
ipmarrenke,ipmarrenke,2,vt.,reprimand,"scold, growl, tell someone off, reprimand, get ang..."
ipmengapenye,ipmengapenye,NA,adv.,NA,ungratefully
ipmenge,ipmenge,1,n.,generous,"generous, someone who shares"
ipmengewanenye,ipmengewanenye,NA,n.,NA,someone who doesn't share things; selfish person
ipmerlime,ipmerlime,NA,n.,NA,"thick bush, inpenetrable scrub"
ipmerre,ipmerre,2,n.,ice,"frost, dew, ice"
itanenke,itanenke,NA,vi.,NA,"travel around continuously, travel around all the ..."
itangkarenge,Itangkarenge,NA,n.,NA,place near Taylor Crossing on Kwerrkepentye countr...
itanperre,itanperre,NA,n.,NA,"bank, high ground"
itarre,itarre,NA,pv.,lead,Goes before some type I (transitive) verbs to show...
itatne,itatne,2,n.,northern corkwood,"northern corkwood, bootlace tree."
itelhe,itelhe,NA,n.,NA,fat under a kangaroo's kneecap
itentye,"itentye |1, itentye |2",NA,n.,waist,waist
itenyarrenke,itenyarrenke,2,vi.,want,really like or want something
itenye,itenye,NA,n.,NA,"love, sex, romance"
itenye alkenhe,itenye alkenhe,NA,n.,NA,someone who is always chasing people of the opposi...
iteranenke,iteranenke,NA,vi.,NA,look around to see if a place is alright
iterlarr-iterlarr-arrenke,iterlarr-iterlarr-arrenke,NA,vi.,NA,be visible in the distance (of hills)
iterlarre,iterlarre,NA,n.,headband,ceremonial white headband worn by men and women
iterrk-iterrke,Iterrk-iterrke,NA,n.,NA,soakage south-west of Alekarenge on Wake
iterrke,iterrke,6,n.,NA,wart
iterrtye,iterrtye,4,n.,body,"body, torso"
itet-itete,itet-itete,NA,n.,NA,small shrub with hairy branches and purple flowers...
itetherre anenke,itetherre anenke,NA,vi.,NA,"hang, dangle"
itetherre arrtyenke,itetherre arrtyenke,NA,vt.,NA,holding something so it hangs down
itetnhenke,itetnhenke,5,vt.,give_up,"leave, resign, give something up, knock off"
itewarrenke,itewarrenke,2,vi.,get slack,"get slack, go loose"
itewe,itewe,NA,n.,NA,"loose, slack, baggy"
iteye,iteye,3,n.,NA,"track, road, line"
itnarrenke,itnarrenke,NA,vt.,NA,"make a tree fall down, cut a tree down"
itntenke,itntenke,2,"vi., vt.",NA,"give off a smell, give off a scent"
itwengerrpe,Itwengerrpe,NA,n.,NA,place west of Barrow Creek in the Arelparenge area...
iwa,iwa,NA,n.,NA,kurdaitcha
iwe,iwe,NA,NA,NA,small coolamon used for grinding seeds into and la...
iwere,iwere,NA,n.,NA,"type of small animal rarely seen today, probably g..."
iwerrarrkwe,iwerrarrkwe,2,n.,NA,"gidgee wild orange, narrow-leaved bumble"
iwerre,iwerre,NA,n.,NA,tracks
kakeye,kakeye,2,n.,brother,older brother
kakitatherre,kakitatherre,NA,n.,NA,scorpion
kakweke,kakweke,NA,n.,NA,woman's father-in-law
kakwerte,kakwerte,NA,n.,NA,barn owl
kalamp-atywert-atywerte,kalamp-atywert-atywerte,2,n.,NA,native morning glory
kalapemaylenke,kalapemaylenke,NA,vt.,NA,make something or someone run
kalapetnhenke,kalapetnhenke,NA,vt.,NA,drain liquid away by digging a trench
kalart-ampenke,Kalart-ampenke,NA,n.,NA,place name
kalarte,kalarte,NA,n.,NA,shield
kalarte-kalarte,kalarte-kalarte,NA,n.,NA,"shoulderblade, top of the shoulder"
kalawerre,kalawerre,NA,n.,NA,Spencer's monitor
kale,kale,3,conj.,however,"however, but"
kalentherlkwere,Kalentherlkwere,2,n.,NA,People of the Mt. Allen and Napperby area; Central...
kalikwe,kalikwe,NA,n.,tent,"tent, swag, canvas, camp sheet"
kalkarenge,kalkarenge,2,n.,NA,holly-leaf grevillea
kalpare,kalpare,4,n.,NA,small plants used as medicine. These are
kalte,kalte,2,n.,NA,long hair
kaltyarenye,kaltyarenye,NA,n.,NA,"wise, knowledgeable"
kaltye,kaltye,2,n.,NA,"wise, knowing, learned, knowledgeable"
kaltyinewene,kaltyinewene,NA,n.,NA,teacher
kalyalkerre,kalyalkerre,NA,n.,NA,name of two mythical women from Atyertepentye coun...
kalyarre,kalyarre,NA,n.,barb,a sharp piece of wood attached to a spear or woome...
kalyarte,kalyarte,NA,n.,show-off,"show-off, smart-arse"
kalyarte-kalyarte,kalyarte-kalyarte,NA,n.,NA,"show-offs, smart-arses"
kalye-kalye,kalye-kalye,3,n.,NA,brother-in-law of the person you are in an avoidan...
kalyeyampe,kalyeyampe,NA,n.,NA,type of small frog. Possibly Spencer's burrowing f...
kamantharre,kamantharre,NA,n.,NA,big (of clothes on someone)
kamele,kamele,NA,n.,NA,camel
kamparengkwe,kamparengkwe,4,n.,NA,heron
kampethe,kampethe,NA,n.,NA,canvas for painting on
kangkale,kangkale,2,n.,NA,"nasal mucus, snot, phlegm"
kangkere,kangkere,NA,n.,NA,blue-tongue lizard
kangwetheke,kangwetheke,NA,n.,NA,"northern snapping frog, giant frog"
kankaperte,kankaperte,NA,n.,NA,"earlier, before, long time ago"
kanpe,"kanpe |1, kanpe |2",NA,n.,NA,waist
kante,kante,NA,conj.,NA,"can't, won't, not allowed to (do an action)"
kantine,kantine,NA,n.,NA,containers used for carrying water in the early da...
kantye,kantye,3,n.,tip,tail
kantye-kantye,kantye-kantye,NA,n.,NA,"edge, end, tip"
kanyengarre,kanyengarre,NA,n.,chisel,chisel or adze made from a stone chip <em>elperle<...
kapale arenke,kapale arenke,3,vt.,NA,look longingly at something you want
kape,kape,2,conj.,NA,"and, as well as, also. Used to join two things tog..."
kaperlarenge,Kaperlarenge,NA,n.,NA,place on Hanson River
kaperle,kaperle,3,n.,NA,central netted dragon
kaperle-kaperle,"kaperle-kaperle |1, kaperle-kaperle |2",NA,n.,NA,"dust, fine dirt, bull dust. This dirt sticks to th..."
kaperteye,kaperteye,NA,n.,NA,cup of tea
kapetye,Kapetye,NA,n.,NA,skin name
kapeye-kapeye,kapeye-kapeye,NA,n.,NA,calf
karanenke,karanenke,NA,vi.,NA,"sit in shallow water, half submerged; soak"
kare,kare,NA,n.,NA,"sea, ocean, open expanse of water"
karlakwerte,karlakwerte,NA,n.,talented,"clever, smart, talented; a person or animal who is..."
karlale,karlale,NA,n.,NA,kneecap
karlantyarenge,Karlantyarenge,NA,n.,NA,soakage on Taylor Creek
karlantye,"Karlantye, karlantye",3,n.,NA,Southern Cross star constellation
karlarrangkerne,karlarrangkerne,NA,n.,NA,western collared frog; Main's frog
karlateye,karlateye,NA,n.,NA,checkered material worn in the olden days
karlatwerreye,karlatwerreye,3,n.,NA,crimson chat
karlayntene,karlayntene,NA,n.,red_headband,ceremonial headband rubbed with red ochre <em>atnm...
karlayteng-aytenge,karlayteng-aytenge,NA,n.,NA,black-tailed native hen
karlekerte,karlekerte,NA,n.,kidney,kidney
karleyakwerre,karleyakwerre,NA,n.,NA,"pebble bush, nut bush"
karlkarle,karlkarle,NA,n.,NA,"cold, cool"
karlkwerrnge,karlkwerrnge,2,n.,gravy,cooked meat blood
karlwakake,Karlwakake,NA,n.,NA,soakage on Barrow Creek near Thangkenharenge
karlwe,karlwe,2,n.,NA,"round, circular"
karlwe-karlwe,"karlwe-karlwe, Karlwe-Karlwe",3,n.,NA,"lumpy, curdled"
karlwerrke,karlwerrke,2,n.,mushy,"soft, doughy, mushy"
karlwerrke-lywerrke,karlwerrke-lywerrke,NA,n.,NA,"turkey, European turkey"
karnaketye,karnaketye,1,n.,hill_bush_tomato,bush tomato (hill form)
karnawilkere,karnawilkere,NA,n.,NA,"cockatiel, quarrion"
karntape,karntape,4,n.,bark,bark
karntawarre,karntawarre,NA,n.,NA,yellow ochre
karntayarrenke,karntayarrenke,NA,vi.,NA,"cool yourself down, relax"
karnte,karnte,NA,n.,clod,lump of dirt; clump of soil
karntenge,karntenge,2,n.,NA,"short, stocky, squat"
karntenge-karntenge,karntenge-karntenge,NA,n.,NA,"short things, lots of short things, bits and piece..."
karrapennge,karrapennge,2,n.,NA,sandhill canegrass
karrarrampe,karrarrampe,NA,n.,NA,evil spirit that lives in a thick bunch of leaves ...
karrarrenke,karrarrenke,2,vi.,NA,"gather together, congregate, cluster"
karrete,karrete,2,n.,spoon,emu leg bone
karrilpere,Karrilpere,NA,n.,NA,soakage on Taylor Creek
karrinenke,karrinenke,2,vt.,NA,"gather, collect, bring things together, pack thing..."
karrmathe,karrmathe,NA,n.,NA,"content, satisfied; especially after having eaten"
karrnge,karrnge,NA,n.,NA,black seeds of the <em>karnaketye</em> and <em>ant...
kartawarrarenye,kartawarrarenye,NA,n.,NA,grub from the roots of the river red gum <em>aylpe...
kartawarre,"Kartawarre, kartawarre",NA,n.,NA,place on Arnerre country
karte,"karte |1, karte |2",NA,pv.,NA,crossed. Goes before verbs that describe a positio...
kartelkwarre,kartelkwarre,NA,n.,NA,red-chested button-quail
kartene,kartene,NA,n.,NA,garden
kartetye,kartetye,2,n.,deep_coolamon,deep coolamon used for carrying water. It is carri...
kartetye-kartetye,Kartetye-kartetye,NA,n.,NA,Barrow Creek telegraph station
kartnwenthe,kartnwenthe,NA,n.,yam_crack,"crack in ground made by a swollen root, raised gro..."
katake,katake,NA,n.,NA,billycan
katate,katate,2,n.,NA,"slow, unhurried"
katate-katate,katate-katate,NA,adv.,NA,(do something) slowly
katetye,katetye,NA,n.,bullet,"bullet, cartridge"
kathete,kathete,NA,n.,NA,"cassette, tape"
kathipe,kathipe,2,n.,NA,edible grub found in the bush coconut <em>arrkwerl...
katye,katye,1,pv.,on_behalf,do something for someone else. Goes before some ve...
katye-katye,katye-katye,NA,adv.,NA,"no worries, no concerns, content, happy. Goes with..."
katyerre,katyerre,2,n.,NA,"desert raisin, bush tomato"
katywertarre,katywertarre,2,n.,pencil_yam,pencil yam (narrow leaf variety)
kayaye,kayaye,2,n.,NA,older sister
kayle,kayle,NA,n.,NA,boomerang
kaylelengkwe,kaylelengkwe,2,n.,baby_boy,young boy
kaylenge atwatyinenyerre,Kaylenge Atwatyinenyerre,NA,n.,NA,"Indian Bore, Claypan Bore. Place north-west of Bar..."
kaylenge-kayle,kaylenge-kayle,NA,n.,NA,children's toy boomerang
kaylkwere,kaylkwere,3,n.,show-off,"improper, half done, not done well, any old way, n..."
kaylkwere-kaylkwere,kaylkwere-kaylkwere,NA,n.,NA,"a man who is always trying to seduce women, always..."
kayltwelthe,kayltwelthe,NA,n.,NA,toothache
kayte,kayte,2,n.,edible_grub,edible grub found in the roots of trees and in som...
kaytetye,Kaytetye,2,n.,NA,Kaytetye people
kelathe,kelathe,NA,n.,NA,"window, glass, mirror"
kele,kele,NA,NA,NA,"okay, alright"
kelelkelelke,kelelkelelke,NA,n.,NA,galah
kelengkwerarrenke,kelengkwerarrenke,NA,vi.,NA,"get dizzy, spin (of head)"
keltye,keltye,2,n.,NA,respectful way for a women to address her older si...
kelyamperle,kelyamperle,NA,n.,NA,small or young thing or person
kelye,kelye,4,n.,small,"small, little, low"
kelye-kelye,kelye-kelye,NA,n.,NA,"small things, small ones"
kelyengenye,kelyengenye,NA,n.,NA,"youngest, smallest"
kelyepenhe,kelyepenhe,2,n.,NA,"grown-up, older"
kemarre,Kemarre,NA,n.,NA,skin name
kemparle,kemparle,2,n.,NA,"clever, talented person"
kenge,kenge,NA,pv.,NA,Goes before some verbs to show that an action invo...
kengkarrenke,kengkarrenke,2,vi.,NA,"move along quietly, sneak or creep up on"
kengkarrer-arrer-enyerrane,kengkarrer-arrer-enyerrane,NA,vt.,NA,walk along sneaking up on something
kenhe,kenhe,NA,conj.,NA,"like if, if, say, I might"
kenke,kenke,2,vt.,NA,call something by its name
kentheye,kentheye,NA,n.,NA,red poverty bush
kentheye-kentheye,Kentheye-kentheye,NA,n.,NA,Stirling community. Lots of red poverty bush grows...
kere,kere,NA,NA,NA,meat
kerlang-aynenke,kerlang-aynenke,NA,vt.,NA,always eating
kerle,kerle,NA,pv.,quickly,Goes before some verbs to show that the action was...
kerraneye,kerraneye,NA,NA,NA,"nanna, granny"
kerre-kerre,kerre-kerre,NA,n.,NA,"rough-tailed goanna, ridge-tailed monitor"
kerretyetye,Kerretyetye,NA,n.,NA,soakage on Rtwerrpe country
kerrkerlantye,kerrkerlantye,NA,n.,NA,brown falcon
kert-arenke,kert-arenke,NA,vt.,NA,"peep, look down, look into, sneak a look"
ketare,ketare,NA,n.,NA,guitar
ketyel-angkenke,ketyel-angkenke,3,vi.,NA,"say bad things about someone, criticise, run someo..."
ketyele-tyele,ketyele-tyele,NA,n.,NA,crimson chat
kewe,kewe,NA,n.,NA,hole for cooking food in
keye,keye,2,part.,hey,"come on, ready. Way of telling someone to hurry up..."
kikarre,kikarre,NA,n.,gidgee_sap,sweet gum from the gidgee tree <em>errwenyenke</em...
kilpangkwerle,"kilpangkwerle |1, kilpangkwerle |2",2,n.,NA,"wallflower poison bush, heart leaf poison"
kinteltyewe,kinteltyewe,NA,n.,NA,flower of the bush potato <em>anatye</em>
kite,kite,NA,n.,NA,"burning stick, firestick"
kitepentye,Kitepentye,NA,n.,NA,place on Ntarrengenye
kngerrake,kngerrake,NA,n.dir.,NA,east
kngerrake-kngerrake,kngerrake-kngerrake,NA,n.dir.,NA,"south-east or north-east, not due east"
kngwarraye,Kngwarraye,NA,n.,NA,skin name
kngwarraye-kngwarraye,kngwarraye-kngwarraye,NA,n.,NA,"wild tobacco, velvet tobacco"
kngwerame-kngwerame,kngwerame-kngwerame,NA,n.,NA,"others, other ones, different ones"
kngwere,kngwere,4,n.,other,"other, another"
kngwere-kngwere,kngwere-kngwere,NA,n.,NA,"one day soon, another day, another time; other tim..."
kngwerelayethe,kngwerelayethe,NA,n.,NA,"other way, another way"
kngwerentye,kngwerentye,NA,n.,NA,"someone who wasn't involved; someone else, a diffe..."
kngwerentyenge,kngwerentyenge,NA,n.,NA,"others, a different group of people"
kwake,kwake,4,n.,ditch,a naturally-occurring hole in the ground; declivit...
kwake-kwake,kwake-kwake,NA,n.,NA,"lots of holes, corrugations"
kwanth-arrtyenke,kwanth-arrtyenke,NA,vt.,NA,"go to hit someone with something, raise an instrum..."
kwapeke,kwapeke,NA,n.,NA,"off, bad, sour"
kwaratetherre,kwaratetherre,3,n.,NA,various types of senna (cassia) bushes.
kwarlpatelkalyelkelye,kwarlpatelkalyelkelye,2,n.,NA,red-browed pardalote
kwarlpe,kwarlpe,NA,NA,NA,spectacled hare-wallaby; sandhill wallaby
kwarralkentye,kwarralkentye,NA,n.,NA,respectful term for a girl just past puberty
kwarte,kwarte,3,n.,NA,"egg (not of an emu, which is <em>athernenge</em>)"
kwarte-kwarte,kwarte-kwarte,2,n.,NA,lymph nodes
kwathenke,kwathenke,4,vt.,NA,"drink, sip, suck"
kwatyarle ntyenye-ntyenye,kwatyarle ntyenye-ntyenye,2,n.,NA,"ant-lion, lacewing larvae"
kwatye,kwatye,NA,NA,NA,water
kwatye-kwatye,kwatye-kwatye,NA,n.,NA,soft part between the collarbones; part below neck...
kwayekwaye,kwayekwaye,NA,n.,NA,Australian raven
kwe+,kwe+,NA,pre.,3SG,Goes on the front of words for relations to mean '...
kweke,kweke,NA,n.,NA,water
kwekwe,kwekwe,NA,n.,NA,"devil, monster. Evil monster in children's stories..."
kwelarte,kwelarte,NA,n.,NA,clean food. Food or water without debris or dirt i...
kwelaynte,Kwelaynte,NA,n.,NA,Singleton Station
kwele,kwele,NA,NA,NA,school
kwelenge,kwelenge,NA,n.,steady rain,"cold-weather rains, steady rain without thunder an..."
kwelentyerre,kwelentyerre,NA,n.,NA,"wooden dish, large coolamon. Made from bean tree <..."
kwelharre,kwelharre,NA,n.,NA,black-footed rock wallaby
kwelhe-kwelhe,kwelhe-kwelhe,NA,n.,water,water
kwelinterr-interre,kwelinterr-interre,NA,n.,NA,rainbow bee-eater
kwelkarrenke,kwelkarrenke,NA,vi.,NA,"make noise, coo (of a baby)."
kwelkarte,kwelkarte,2,n.,NA,"native gooseberry, wild melon, ulcardo melon"
kwelke,kwelke,NA,n.,NA,soft voice
kwelparre,kwelparre,NA,n.,NA,military dragon
kwelparrepentye,Kwelparrepentye,NA,n.,NA,place west of Taylor Crossing.
kwelpe-kwelpe,kwelpe-kwelpe,NA,n.,NA,hanging back
kwelteringke,kwelteringke,NA,n.,NA,"soft drink, lemonade"
kweltetye,kweltetye,NA,n.,NA,school teacher
kwelyelyarrenke,kwelyelyarrenke,NA,vi.,NA,"chirp, twitter (of budgerigars)"
kwemarre,kwemarre,NA,n.,unable,"can't, unable, useless"
kwememaylenke,kwememaylenke,NA,vt.,NA,"brush, comb something"
kwementyaye,kwementyaye,NA,n.,necronym,A name used out of respect instead of the name of ...
kwemeye,kwemeye,2,n.,NA,"yummy, nice-tasting meat"
kwenarrenke,kwenarrenke,4,vi.,duck down,"duck or bob down, hide"
kwenaylenke,kwenaylenke,2,vt.,NA,"lower something, bend something down"
kwene,kwene,5,n.,down,down
kwene-kwene,kwene-kwene,2,n.,NA,low
kwenemangkerre,kwenemangkerre,2,n.,NA,bush tomato (sandhill form)
kwenemarnte,kwenemarnte,NA,n.,NA,"very ripe fruit of the wild orange, <em>atwakeye</..."
kwenempwe,kwenempwe,NA,n.,NA,"very ripe fruit of the wild orange, <em>atwakeye</..."
kwenenge,kwenenge,3,n.,NA,under
kwenengenenge,kwenengenenge,NA,n.,NA,"narrow slit, gap"
kwenkarte,kwenkarte,2,n.,NA,"turkey bush, mulga bush, weeping emu bush"
kwenke,kwenke,2,vt.,swallow,swallow
kwenkenayte,kwenkenayte,2,n.,NA,"turkey bush, mulga bush, weeping emu bush"
kwenparre,kwenparre,NA,n.,ceremonial scars,"cuts and resulting scars on breasts, arms and stom..."
kwenpaye,kwenpaye,NA,n.,NA,"fan-flowers. Various plants about 30 cm, with hair..."
kwenpe,kwenpe,2,n.,NA,"lower leg, calf muscle"
kwentanmarre,kwentanmarre,NA,n.,NA,"bush turkey, Australian bustard"
kwentanyerre,kwentanyerre,NA,n.,NA,"with hands behind your back, sometimes holding a l..."
kwente,kwente,NA,n.,NA,card game
kwenteltye,"kwenteltye, Kwenteltye",2,n.,boy's grass toy,kangaroo grass; native oat grass
kwentente,kwentente,NA,n.,NA,emu feathers (not tail feathers)
kwenterarre,kwenterarre,NA,n.,NA,tree grave
kwentewale,kwentewale,2,n.,bloodwood tree blossom,flower of bloodwood trees <em>arrke</em> and <em>a...
kwentyatherre,Kwentyatherre,NA,n.,NA,place north of Barrow Creek
kwentye,kwentye,NA,n.,lots (food),"lots of non-meat food, piles of fruit, vegetables ..."
kwentyelerrpere,kwentyelerrpere,NA,n.,NA,"stacked, layered"
kwenyakerre,kwenyakerre,2,n.,NA,day before yesterday
kwenyele,kwenyele,2,adv.,NA,yesterday
kwenyele-kwenyele,kwenyele-kwenyele,NA,adv.,NA,"recently, not so long ago; the other day"
kwepalepale,kwepalepale,NA,n.,NA,crested bellbird
kwepe-kwepe,kwepe-kwepe,2,n.,NA,"caustic vine, milk bush, milk vine"
kwepertarrenke,kwepertarrenke,NA,vi.,harp on,"keep on about something, go on about something"
kweperte,kweperte,NA,n.,NA,"insistently, relentlessly, without giving up, take..."
kwerantye,Kwerantye,NA,n.,NA,place on Hatches Creek country
kwere,kwere,6,pr.,NA,"him, her, it"
kweremite,kweremite,NA,n.,NA,"his girlfriend, her boyfriend, its playmate"
kwerengkwerne,kwerengkwerne,NA,n.,NA,pimple
kwerentye,kwerentye,NA,adv.,NA,"wrong way, wrongly"
kwerentye-kwerentye,kwerentye-kwerentye,NA,adv.,NA,"(do things) the wrong way, wrongly"
kwereye,Kwereye,NA,n.,NA,place on Arnerre country
kwereyenge,kwereyenge,2,pr.,NA,"his, her, its. The form of <strong>kwere</strong> ..."
kwerlekweke,kwerlekweke,2,n.,NA,diamond dove
kwerlepe,kwerlepe,NA,n.,NA,shallow hole
kwerlkarrenke,kwerlkarrenke,NA,vi.,NA,sounds that babies make before they can talk. When...
kwerlpe-kwerlpe,kwerlpe-kwerlpe,NA,n.,NA,"someone who doesn't go anywhere, someone who alway..."
kwerlperlpe,kwerlperlpe,NA,n.,NA,bush coconut. Edible gall on the bloodwood tree <e...
kwerrakwerre,Kwerrakwerre,NA,n.,NA,place east of Thangkenharenge
kwerralye,kwerralye,NA,n.,NA,stars
kwerraye apenke,kwerraye apenke,NA,vi.,NA,go round in circles
kwerre,kwerre,3,n.,NA,young girl
kwerrene,kwerrene,NA,n.,NA,spirit. If you get a big fright your <strong>kwerr...
kwerrenenke,kwerrenenke,NA,vi.,NA,"gobble down food, eat quickly"
